ID,Gender,Age,Education_Level,Job_Role,Experience_Years,Region,Salary_LPA
1525,Male,29,Graduate,HR Executive,8,Tier-2,5.97
1526,Female,39,Postgraduate,HR Executive,0,Rural,2.48
1527,Female,45,Graduate,Software Engineer,16,Rural,8.42
1528,Female,42,Graduate,Software Engineer,14,Rural,7.07
1529,Female,28,Postgraduate,HR Executive,1,Metro,3.19
1530,Female,24,Postgraduate,HR Executive,2,Metro,3.79
1531,Male,32,Graduate,Data Analyst,5,Tier-2,4.62
1532,Female,21,Graduate,Teacher,1,Metro,1.79
1533,Male,34,Postgraduate,Teacher,0,Metro,3.59
1534,Male,30,PhD,Teacher,4,Metro,4.06
1535,Female,28,PhD,Consultant,4,Metro,7.14
1536,Male,21,Graduate,Software Engineer,0,Metro,5.74
1537,Male,35,Postgraduate,Data Analyst,14,Metro,9.57
1538,Female,28,Graduate,Software Engineer,3,Metro,4.64
1539,Male,23,Graduate,HR Executive,2,Tier-2,3.21
1540,Male,21,Graduate,Software Engineer,0,Tier-2,3.05
1541,Female,31,PhD,Consultant,11,Rural,7.36
1542,Female,44,Postgraduate,Data Analyst,0,Metro,2.49
1543,Male,43,Graduate,Technician,10,Metro,4.08
1544,Male,28,Graduate,Teacher,5,Metro,3.14
1545,Other,27,Postgraduate,Manager,6,Tier-2,9.08
1546,Female,35,Postgraduate,Data Analyst,7,Tier-2,4.57
1547,Female,25,Postgraduate,Consultant,1,Metro,5.47
1548,Male,34,Postgraduate,Consultant,14,Rural,10.26
1549,Male,37,Graduate,HR Executive,14,Metro,7.13
1550,Female,40,PhD,Consultant,8,Metro,10.34
1551,Male,31,Postgraduate,Data Analyst,7,Tier-2,4.49
1552,Female,30,Graduate,Sales Executive,10,Metro,4.29
1553,Male,25,Graduate,Technician,5,Metro,4.2
1554,Female,26,PhD,Consultant,6,Metro,8.73
1555,Male,30,PhD,Consultant,3,Tier-2,6.6
1556,Male,34,Postgraduate,Teacher,13,Tier-2,3.36
1557,Female,38,Graduate,Sales Executive,12,Metro,5.23
1558,Female,26,Graduate,Technician,0,Rural,2.02
1559,Female,42,Graduate,Technician,0,Metro,1.67
1560,Male,30,Postgraduate,Consultant,10,Metro,12.6
1561,Female,31,Postgraduate,Consultant,5,Metro,8.48
1562,Female,26,Postgraduate,Teacher,2,Rural,1.5
1563,Male,21,Graduate,Software Engineer,0,Metro,5.88
1564,Male,38,Graduate,Data Analyst,17,Tier-2,8.76
1565,Female,37,Graduate,Sales Executive,17,Rural,3.6
1566,Male,30,Graduate,Software Engineer,9,Tier-2,7.78
1567,Female,32,Graduate,HR Executive,0,Metro,2.9
1568,Male,35,Graduate,Data Analyst,15,Tier-2,7.83
1569,Female,21,Graduate,Data Analyst,0,Tier-2,2.98
1570,Male,28,Postgraduate,HR Executive,5,Metro,4.77
1571,Male,37,Postgraduate,Manager,3,Metro,11.44
1572,Male,23,Postgraduate,Data Analyst,3,Tier-2,3.67
1573,Male,34,Postgraduate,HR Executive,4,Metro,5.5
1574,Male,22,Graduate,Technician,1,Metro,2.11
1575,Male,35,Graduate,Technician,15,Tier-2,3.17
1576,Male,31,PhD,Research Scholar,4,Rural,3.72
1577,Male,21,12th Pass,Technician,1,Metro,2.04
1578,Male,40,Graduate,Data Analyst,13,Metro,9.93
1579,Male,26,Graduate,Software Engineer,5,Tier-2,6.24
1580,Female,26,PhD,Consultant,5,Tier-2,6.45
1581,Male,33,PhD,Research Scholar,13,Rural,6.35
1582,Male,40,Postgraduate,Data Analyst,13,Tier-2,6.95
1583,Male,24,Postgraduate,Manager,2,Tier-2,9.78
1584,Male,32,Postgraduate,Consultant,2,Rural,5.15
1585,Female,35,PhD,Research Scholar,0,Metro,4.14
1586,Male,36,Postgraduate,Manager,13,Metro,19.18
1587,Male,33,PhD,Consultant,9,Tier-2,10.89
1588,Female,29,Graduate,Teacher,5,Metro,2.96
1589,Female,26,Graduate,Technician,3,Metro,2.3
1590,Female,32,PhD,Teacher,10,Metro,3.61
1591,Male,24,Graduate,Technician,1,Tier-2,1.69
1592,Female,21,Graduate,Teacher,0,Rural,1.5
1593,Male,35,Postgraduate,Manager,1,Metro,9.44
1594,Female,38,PhD,Research Scholar,4,Metro,4.27
1595,Male,21,12th Pass,Sales Executive,0,Metro,2.5
1596,Male,24,Postgraduate,Manager,0,Tier-2,7.91
1597,Female,36,Postgraduate,Consultant,6,Metro,8.21
1598,Female,46,Postgraduate,Manager,6,Rural,7.73
1599,Female,32,Postgraduate,Manager,9,Metro,13.67
1600,Male,26,PhD,Consultant,5,Metro,8.99
1601,Female,30,Postgraduate,Manager,3,Metro,10.34
1602,Female,41,Graduate,Sales Executive,11,Metro,4.12
1603,Male,27,PhD,Research Scholar,7,Rural,4.89
1604,Male,26,Graduate,Teacher,4,Rural,1.66
1605,Female,28,Graduate,Technician,7,Metro,2.37
1606,Male,25,Graduate,Data Analyst,3,Tier-2,5.02
1607,Female,32,PhD,Consultant,10,Metro,11.2
1608,Male,43,Graduate,Software Engineer,17,Metro,13.33
1609,Other,34,Graduate,Teacher,1,Rural,1.94
1610,Female,30,PhD,Consultant,1,Metro,5.32
1611,Male,29,Postgraduate,Teacher,2,Metro,3.83
1612,Male,21,12th Pass,Technician,1,Metro,1.66
1613,Male,38,Postgraduate,Manager,0,Metro,10.42
1614,Male,31,PhD,Research Scholar,10,Metro,6.79
1615,Male,30,Graduate,Software Engineer,1,Tier-2,5.33
1616,Female,54,Postgraduate,Manager,30,Metro,28.52
1617,Female,34,Postgraduate,Consultant,1,Metro,5.23
1618,Female,26,Postgraduate,Consultant,5,Metro,9.03
1619,Male,29,Graduate,HR Executive,0,Metro,3.34
1620,Female,40,Postgraduate,Manager,18,Tier-2,17.41
1621,Male,32,Graduate,HR Executive,9,Rural,4.48
1622,Male,21,Graduate,Technician,0,Rural,1.94
1623,Male,38,Graduate,HR Executive,14,Metro,7.54
1624,Female,27,Graduate,HR Executive,4,Rural,3.45
1625,Male,45,Graduate,Technician,0,Metro,2.54
1626,Other,39,Postgraduate,HR Executive,8,Metro,4.14
1627,Female,28,Graduate,Sales Executive,1,Tier-2,1.5
1628,Male,40,Postgraduate,Consultant,16,Metro,17.54
1629,Male,32,Postgraduate,Teacher,8,Metro,4.89
1630,Male,37,Postgraduate,Consultant,9,Rural,8.43
1631,Female,35,Postgraduate,Manager,5,Tier-2,9.41
1632,Female,26,Postgraduate,HR Executive,6,Metro,4.22
1633,Male,27,Graduate,Teacher,4,Tier-2,2.82
1634,Male,39,Graduate,Technician,7,Tier-2,2.39
1635,Female,29,Postgraduate,Manager,7,Rural,8.56
1636,Male,29,PhD,Consultant,4,Metro,9.05
1637,Female,25,Graduate,Software Engineer,3,Tier-2,4.35
1638,Female,34,Graduate,HR Executive,6,Tier-2,3.78
1639,Male,46,Graduate,Software Engineer,12,Tier-2,9.21
1640,Female,24,Postgraduate,HR Executive,4,Tier-2,3.48
1641,Female,32,Graduate,Software Engineer,0,Metro,4.59
1642,Male,41,Postgraduate,Manager,3,Metro,12.54
1643,Female,31,Graduate,Software Engineer,1,Rural,3.37
1644,Female,35,Graduate,Data Analyst,9,Metro,5.43
1645,Female,24,Graduate,Teacher,2,Metro,3.31
1646,Male,34,Postgraduate,Manager,11,Tier-2,15.08
1647,Other,30,Postgraduate,Consultant,0,Metro,5.75
1648,Male,38,Graduate,Software Engineer,10,Metro,11.4
1649,Male,40,PhD,Teacher,17,Metro,5.82
1650,Male,50,Graduate,Software Engineer,12,Tier-2,10.32
1651,Male,36,Postgraduate,Consultant,16,Rural,11.1
1652,Female,34,Postgraduate,Data Analyst,7,Tier-2,4.33
1653,Female,33,Graduate,HR Executive,3,Metro,3.08
1654,Female,29,Postgraduate,HR Executive,2,Rural,2.41
1655,Male,34,Postgraduate,HR Executive,0,Metro,4.05
1656,Female,29,Graduate,Software Engineer,1,Metro,5.71
1657,Male,33,Postgraduate,HR Executive,2,Metro,4.27
1658,Male,41,Graduate,Technician,2,Rural,2.2
1659,Female,24,Postgraduate,Teacher,1,Metro,3.13
1660,Male,39,Graduate,Data Analyst,17,Tier-2,8.91
1661,Male,41,Postgraduate,Teacher,17,Metro,5.1
1662,Female,31,Graduate,Sales Executive,6,Metro,4.3
1663,Female,21,12th Pass,Sales Executive,0,Rural,1.51
1664,Female,27,Graduate,Sales Executive,0,Tier-2,2.21
1665,Female,41,Graduate,Sales Executive,4,Tier-2,2.84
1666,Male,31,Postgraduate,Consultant,10,Metro,11.8
1667,Male,25,Graduate,Data Analyst,0,Tier-2,2.34
1668,Female,28,Postgraduate,HR Executive,4,Tier-2,3.17
1669,Male,37,Graduate,Teacher,16,Metro,5.17
1670,Female,35,Postgraduate,Data Analyst,9,Tier-2,5.95
1671,Male,30,Postgraduate,Manager,8,Rural,10.58
1672,Female,29,PhD,Teacher,3,Tier-2,1.5
1673,Male,29,PhD,Consultant,8,Metro,11.21
1674,Male,25,Postgraduate,Manager,1,Tier-2,8.74
1675,Female,43,Postgraduate,HR Executive,22,Tier-2,7.18
1676,Male,29,Graduate,Software Engineer,1,Metro,4.24
1677,Female,40,Postgraduate,Manager,19,Tier-2,17.34
1678,Female,42,PhD,Consultant,21,Rural,11.91
1679,Female,38,Graduate,Teacher,13,Rural,3.55
1680,Male,28,Postgraduate,Manager,1,Tier-2,9.45
1681,Female,34,Graduate,Data Analyst,1,Metro,3.53
1682,Female,31,Postgraduate,Teacher,1,Rural,1.5
1683,Female,25,Graduate,Data Analyst,2,Tier-2,3.49
1684,Female,34,Postgraduate,Manager,4,Metro,10.59
1685,Female,23,Graduate,HR Executive,0,Tier-2,2.26
1686,Female,40,PhD,Research Scholar,15,Rural,4.53
1687,Male,28,Postgraduate,Data Analyst,5,Metro,4.64
1688,Other,33,Postgraduate,Manager,11,Rural,9.36
1689,Male,33,Graduate,Teacher,13,Rural,3.61
1690,Other,30,Postgraduate,Consultant,8,Metro,8.85
1691,Male,36,Postgraduate,Teacher,13,Rural,2.78
1692,Male,28,Graduate,Sales Executive,4,Rural,2.52
1693,Female,38,Graduate,Teacher,15,Metro,5.15
1694,Male,22,Graduate,HR Executive,2,Metro,3.16
1695,Male,32,Postgraduate,Teacher,5,Metro,4.08
1696,Female,45,Postgraduate,Manager,9,Metro,14.65
1697,Female,24,Graduate,Technician,3,Tier-2,1.96
1698,Male,27,Graduate,Data Analyst,7,Metro,7.64
1699,Male,35,Postgraduate,Data Analyst,15,Rural,5.73
1700,Male,33,Graduate,Data Analyst,2,Rural,3.02
1701,Male,34,Graduate,Sales Executive,1,Metro,1.86
1702,Male,35,Graduate,Software Engineer,15,Metro,12.62
1703,Male,36,Graduate,Teacher,8,Tier-2,2.64
1704,Male,39,Graduate,Sales Executive,15,Tier-2,5.77
1705,Female,34,Graduate,Software Engineer,14,Metro,10.77
1706,Female,30,Graduate,Sales Executive,5,Metro,4.35
1707,Female,36,Postgraduate,Teacher,3,Metro,2.98
1708,Male,45,Graduate,Technician,9,Metro,4.94
1709,Female,31,Postgraduate,Consultant,2,Rural,3.96
1710,Female,25,Postgraduate,Teacher,4,Metro,2.45
1711,Male,39,Postgraduate,Data Analyst,17,Metro,10.26
1712,Male,31,Graduate,Software Engineer,3,Tier-2,6.05
1713,Other,21,Graduate,Sales Executive,0,Metro,1.5
1714,Female,37,Graduate,Software Engineer,3,Metro,6.62
1715,Female,28,Graduate,Technician,4,Tier-2,1.5
1716,Female,31,PhD,Teacher,7,Tier-2,3.5
1717,Male,34,PhD,Research Scholar,1,Metro,4.96
1718,Male,33,Postgraduate,Consultant,11,Metro,13.61
1719,Female,36,Postgraduate,Consultant,13,Metro,14.18
1720,Male,28,Postgraduate,Manager,2,Metro,12
1721,Male,35,Graduate,Technician,5,Tier-2,3.52
1722,Male,30,Graduate,Teacher,6,Metro,3.84
1723,Female,37,Postgraduate,Manager,3,Metro,11.4
1724,Female,36,PhD,Teacher,0,Tier-2,2.09
1725,Male,25,Graduate,Software Engineer,3,Rural,4.81
1726,Female,39,Postgraduate,Teacher,8,Rural,2.68
1727,Male,28,Graduate,Data Analyst,0,Metro,4.27
1728,Male,37,Postgraduate,Data Analyst,13,Metro,9.28
1729,Male,34,Postgraduate,Manager,0,Metro,10.14
1730,Female,44,Postgraduate,Consultant,0,Rural,3.43
1731,Male,30,Graduate,Technician,9,Tier-2,3.7
1732,Male,29,Graduate,Sales Executive,6,Metro,3.51
1733,Male,31,Postgraduate,Teacher,10,Metro,4.78
1734,Male,29,Graduate,Teacher,8,Metro,4.1
1735,Female,37,Graduate,HR Executive,2,Metro,4.55
1736,Male,21,Graduate,HR Executive,1,Rural,2.88
1737,Male,24,Graduate,Sales Executive,3,Metro,3.45
1738,Male,24,Graduate,Teacher,2,Metro,2.36
1739,Male,38,Postgraduate,HR Executive,14,Rural,5.86
1740,Female,43,PhD,Research Scholar,16,Metro,7.14
1741,Male,31,Graduate,HR Executive,1,Metro,4.87
1742,Male,30,Postgraduate,Data Analyst,6,Metro,6.44
1743,Male,32,Graduate,Technician,2,Tier-2,1.66
1744,Male,40,Graduate,Software Engineer,6,Metro,9.06
1745,Male,25,Graduate,Technician,4,Metro,2.67
1746,Female,33,Postgraduate,Consultant,9,Metro,10.01
1747,Male,38,Postgraduate,HR Executive,7,Tier-2,4.44
1748,Female,35,Graduate,Sales Executive,4,Metro,4.05
1749,Female,33,Postgraduate,Manager,2,Tier-2,8.59
1750,Male,39,Postgraduate,Teacher,14,Metro,6.28
1751,Female,21,12th Pass,Sales Executive,0,Metro,1.69
1752,Female,36,Postgraduate,Teacher,4,Tier-2,1.63
1753,Female,27,Postgraduate,Consultant,6,Metro,9.03
1754,Female,21,Graduate,Teacher,0,Metro,2.08
1755,Male,35,Postgraduate,Data Analyst,9,Tier-2,6.53
1756,Male,41,Graduate,Teacher,20,Metro,6.62
1757,Male,31,Postgraduate,Manager,6,Tier-2,11.56
1758,Male,38,Graduate,Data Analyst,8,Metro,5.7
1759,Male,43,Postgraduate,Teacher,0,Tier-2,1.94
1760,Female,41,PhD,Research Scholar,19,Rural,5.34
1761,Male,43,Graduate,HR Executive,0,Metro,4.61
1762,Male,37,Postgraduate,Manager,7,Metro,15.89
1763,Male,32,Postgraduate,Teacher,2,Metro,3.54
1764,Male,21,Graduate,Teacher,1,Rural,1.5
1765,Male,30,Graduate,Technician,3,Metro,2.07
1766,Female,26,PhD,Research Scholar,2,Tier-2,4.03
1767,Other,47,Postgraduate,Teacher,18,Tier-2,4.54
1768,Male,30,Graduate,Sales Executive,10,Metro,6.11
1769,Male,32,Graduate,Teacher,4,Metro,4.17
1770,Female,35,Postgraduate,Manager,14,Metro,17.01
1771,Female,32,Graduate,Teacher,12,Tier-2,4.44
1772,Female,43,Graduate,HR Executive,23,Metro,8.69
1773,Female,27,Postgraduate,Manager,1,Tier-2,8.19
1774,Male,33,Postgraduate,Data Analyst,7,Metro,6.69
1775,Female,26,Postgraduate,Manager,2,Metro,10.15
1776,Male,22,12th Pass,Sales Executive,2,Metro,3.2
1777,Female,27,Postgraduate,Teacher,7,Rural,2.77
1778,Female,31,PhD,Research Scholar,4,Tier-2,4.57
1779,Female,28,Graduate,Software Engineer,5,Tier-2,6.15
1780,Female,27,Postgraduate,Data Analyst,7,Tier-2,4.14
1781,Female,22,Graduate,Software Engineer,2,Tier-2,4.97
1782,Female,31,Postgraduate,Consultant,0,Metro,6.32
1783,Male,21,Graduate,Data Analyst,1,Rural,2.93
1784,Female,37,Graduate,Sales Executive,5,Metro,4.32
1785,Female,32,Postgraduate,Manager,10,Tier-2,12.08
1786,Female,21,Graduate,Software Engineer,0,Metro,4.92
1787,Male,29,Postgraduate,Manager,4,Metro,11.82
1788,Female,26,PhD,Consultant,3,Metro,7.12
1789,Male,34,Graduate,Teacher,0,Metro,2.79
1790,Female,41,Graduate,Software Engineer,10,Tier-2,7.82
1791,Female,21,12th Pass,Sales Executive,1,Metro,2.71
1792,Female,32,Postgraduate,HR Executive,10,Metro,5.51
1793,Female,30,Graduate,Data Analyst,7,Rural,4.47
1794,Male,36,Postgraduate,HR Executive,2,Tier-2,2.53
1795,Female,33,Graduate,Teacher,11,Metro,4.36
1796,Other,26,Graduate,Software Engineer,2,Tier-2,4.63
1797,Male,29,Graduate,Data Analyst,5,Metro,6.6
1798,Male,26,Postgraduate,Consultant,3,Tier-2,7.15
1799,Male,39,Postgraduate,Data Analyst,7,Metro,6.66
1800,Male,32,PhD,Research Scholar,4,Metro,5.79
1801,Male,45,Postgraduate,Teacher,9,Metro,4.13
1802,Male,31,Graduate,Teacher,5,Metro,3.25
1803,Female,27,Graduate,Data Analyst,7,Metro,6.12
1804,Male,21,Graduate,Software Engineer,1,Metro,5.9
1805,Female,21,Graduate,Software Engineer,0,Rural,2.84
1806,Female,21,12th Pass,Technician,1,Metro,2.77
1807,Female,33,Postgraduate,Consultant,8,Rural,6.78
1808,Male,35,Postgraduate,HR Executive,9,Metro,5.41
1809,Male,21,12th Pass,Sales Executive,1,Tier-2,2.93
1810,Male,38,Graduate,Software Engineer,13,Metro,12.82
1811,Female,28,Postgraduate,Data Analyst,0,Metro,2.67
1812,Male,33,Graduate,Software Engineer,13,Metro,12.62
1813,Male,43,Graduate,Data Analyst,15,Rural,6.53
1814,Male,38,Graduate,Technician,3,Metro,2.01
1815,Male,30,Graduate,Data Analyst,1,Metro,3.77
1816,Female,25,Graduate,Technician,0,Metro,1.5
1817,Female,21,12th Pass,Sales Executive,0,Metro,2.72
1818,Female,26,Graduate,Teacher,6,Tier-2,2.13
1819,Male,30,PhD,Research Scholar,10,Tier-2,5.61
1820,Female,25,Graduate,Data Analyst,1,Metro,2.91
1821,Male,31,Graduate,Software Engineer,1,Metro,4.69
1822,Female,32,Postgraduate,Data Analyst,8,Metro,6.43
1823,Male,30,Postgraduate,HR Executive,10,Rural,4.68
1824,Female,27,Postgraduate,Data Analyst,1,Metro,2.75
1825,Male,33,Graduate,Technician,4,Metro,3.62
1826,Male,35,PhD,Consultant,7,Metro,10.44
1827,Male,24,Postgraduate,HR Executive,4,Metro,4.73
1828,Male,41,Postgraduate,Manager,7,Tier-2,11.65
1829,Male,31,Graduate,HR Executive,2,Metro,4.72
1830,Female,32,Graduate,Teacher,1,Tier-2,1.69
1831,Male,36,Postgraduate,Manager,7,Metro,15.2
1832,Male,33,PhD,Teacher,1,Tier-2,2.03
1833,Male,38,Postgraduate,Teacher,18,Metro,5.02
1834,Male,34,Graduate,Teacher,0,Rural,1.93
1835,Male,27,Graduate,Technician,5,Metro,3.38
1836,Male,34,Postgraduate,Manager,10,Tier-2,14.15
1837,Male,23,Postgraduate,Consultant,1,Tier-2,4.97
1838,Male,32,Graduate,Software Engineer,12,Metro,11.68
1839,Female,31,Graduate,Sales Executive,6,Metro,3.09
1840,Male,30,Postgraduate,Consultant,3,Rural,5.26
1841,Female,31,Postgraduate,Manager,0,Metro,7.51
1842,Female,21,Graduate,Teacher,0,Rural,1.8
1843,Female,28,Postgraduate,Manager,8,Metro,12.89
1844,Male,32,Postgraduate,Manager,4,Metro,13.56
1845,Female,33,Graduate,Data Analyst,5,Metro,5.75
1846,Female,24,Postgraduate,Consultant,3,Metro,8.09
1847,Male,40,PhD,Research Scholar,16,Metro,10.17
1848,Male,25,Postgraduate,Manager,5,Metro,14.5
1849,Male,38,PhD,Research Scholar,15,Rural,6.56
1850,Male,34,Graduate,Software Engineer,14,Tier-2,9.63
1851,Female,27,Postgraduate,Consultant,7,Metro,9.37
1852,Female,44,PhD,Teacher,21,Metro,5.02
1853,Male,23,Postgraduate,Manager,2,Tier-2,9.35
1854,Male,38,Graduate,Teacher,1,Metro,2.68
1855,Male,39,PhD,Research Scholar,16,Tier-2,8.5
1856,Male,27,Graduate,Data Analyst,6,Metro,7.2
1857,Male,41,Graduate,Data Analyst,17,Tier-2,8.35
1858,Male,30,Graduate,HR Executive,9,Tier-2,5.48
1859,Male,34,Postgraduate,Consultant,5,Tier-2,7.79
1860,Female,33,Postgraduate,Data Analyst,4,Metro,4.71
1861,Female,31,Graduate,Teacher,4,Metro,2.9
1862,Female,37,Postgraduate,Manager,11,Metro,16.62
1863,Female,37,Postgraduate,Teacher,5,Tier-2,3.21
1864,Male,21,Graduate,Data Analyst,1,Metro,3.11
1865,Female,41,Graduate,Software Engineer,15,Tier-2,9.28
1866,Male,21,Graduate,Data Analyst,0,Metro,4.21
1867,Female,39,Graduate,Data Analyst,6,Metro,5.73
1868,Male,39,Graduate,Software Engineer,1,Metro,5.66
1869,Male,24,Graduate,Teacher,0,Tier-2,2.99
1870,Male,29,Postgraduate,Consultant,6,Tier-2,8.1
1871,Male,24,Graduate,Teacher,1,Tier-2,2.2
1872,Male,30,Graduate,Software Engineer,2,Rural,4.7
1873,Male,29,Graduate,HR Executive,7,Rural,4.15
1874,Female,37,Postgraduate,Manager,10,Tier-2,12.83
1875,Male,41,PhD,Consultant,3,Metro,7.23
1876,Male,41,PhD,Consultant,15,Metro,15.68
1877,Female,28,Graduate,Software Engineer,8,Metro,7.83
1878,Male,30,Graduate,Software Engineer,1,Rural,3.51
1879,Female,21,12th Pass,Technician,0,Metro,2.11
1880,Female,26,Postgraduate,Manager,2,Metro,10.62
1881,Other,38,Graduate,Software Engineer,4,Rural,3.31
1882,Male,43,Graduate,Teacher,1,Metro,2
1883,Male,23,Graduate,Sales Executive,2,Tier-2,1.74
1884,Female,27,Graduate,Sales Executive,0,Tier-2,2.17
1885,Male,31,Graduate,Software Engineer,4,Tier-2,6.77
1886,Male,33,Graduate,HR Executive,1,Tier-2,4.05
1887,Male,26,Graduate,Software Engineer,5,Tier-2,6.73
1888,Female,34,Postgraduate,Consultant,12,Tier-2,9.59
1889,Male,28,PhD,Research Scholar,6,Metro,6.08
1890,Female,31,Graduate,Software Engineer,7,Tier-2,6.98
1891,Male,35,Graduate,Teacher,1,Tier-2,2.48
1892,Female,32,PhD,Consultant,6,Metro,8.29
1893,Male,28,Postgraduate,Data Analyst,3,Metro,4.75
1894,Male,31,Graduate,Teacher,0,Metro,1.5
1895,Male,31,Postgraduate,Teacher,10,Tier-2,3.76
1896,Male,29,Graduate,Sales Executive,2,Metro,3.91
1897,Male,30,Postgraduate,Consultant,10,Tier-2,9.79
1898,Male,43,PhD,Research Scholar,0,Metro,5.07
1899,Female,35,Postgraduate,Manager,4,Metro,10.54
1900,Female,29,Graduate,Sales Executive,7,Metro,4.84
1901,Female,36,Graduate,Data Analyst,0,Tier-2,1.87
1902,Other,29,Postgraduate,Consultant,8,Metro,9.65
1903,Male,40,Postgraduate,Manager,18,Metro,22.59
1904,Male,34,Postgraduate,HR Executive,4,Rural,3.83
1905,Female,31,Graduate,HR Executive,8,Tier-2,3.78
1906,Female,35,Postgraduate,Consultant,4,Rural,5.03
1907,Female,21,Graduate,Technician,0,Tier-2,1.5
1908,Female,24,Graduate,HR Executive,1,Rural,2.71
1909,Female,23,Graduate,HR Executive,3,Tier-2,3.06
1910,Female,33,Graduate,Data Analyst,6,Rural,3.12
1911,Female,44,Postgraduate,HR Executive,10,Metro,6.36
1912,Female,47,Postgraduate,Manager,0,Metro,9.12
1913,Male,36,Postgraduate,Data Analyst,7,Metro,6.39
1914,Female,35,Graduate,Technician,3,Rural,1.54
1915,Female,21,Graduate,Technician,1,Tier-2,2.12
1916,Male,28,Postgraduate,Manager,0,Metro,9.96
1917,Male,26,Graduate,Technician,1,Metro,2.96
1918,Female,27,Graduate,Sales Executive,3,Tier-2,1.97
1919,Male,30,Graduate,Software Engineer,2,Rural,4.64
1920,Male,28,PhD,Consultant,5,Tier-2,7.28
1921,Male,21,12th Pass,Sales Executive,0,Tier-2,1.75
1922,Female,37,Graduate,HR Executive,4,Metro,3.8
1923,Male,24,Graduate,Technician,4,Metro,4.12
1924,Male,33,Postgraduate,Manager,1,Rural,7.43
1925,Female,46,Graduate,Software Engineer,2,Tier-2,4.87
1926,Male,25,Graduate,Software Engineer,2,Tier-2,3.92
1927,Male,21,Graduate,Software Engineer,1,Metro,5.79
1928,Female,29,Graduate,Data Analyst,1,Metro,2.96
1929,Female,39,Postgraduate,Consultant,3,Metro,8.08
1930,Male,45,Postgraduate,Manager,17,Tier-2,18.75
1931,Female,23,Postgraduate,HR Executive,0,Metro,3.3
1932,Female,35,Postgraduate,Data Analyst,2,Rural,2.39
1933,Female,28,Postgraduate,HR Executive,5,Tier-2,3.84
1934,Male,31,Graduate,Data Analyst,0,Metro,4.2
1935,Male,50,Postgraduate,Consultant,28,Metro,25.35
1936,Female,21,12th Pass,Technician,0,Tier-2,2.01
1937,Male,33,Graduate,Sales Executive,13,Metro,5.9
1938,Male,35,PhD,Consultant,14,Tier-2,13.43
1939,Male,39,Postgraduate,Consultant,9,Tier-2,10.94
1940,Female,32,Postgraduate,HR Executive,2,Metro,2.76
1941,Male,34,PhD,Teacher,7,Metro,2.9
1942,Male,29,PhD,Research Scholar,4,Metro,6.34
1943,Female,33,Postgraduate,Manager,7,Metro,12.84
1944,Male,29,Postgraduate,Teacher,1,Tier-2,1.73
1945,Male,36,Postgraduate,Data Analyst,6,Tier-2,4.41
1946,Female,29,Graduate,Teacher,2,Rural,1.75
1947,Male,34,Graduate,Technician,6,Rural,2.04
1948,Female,31,Postgraduate,Manager,7,Metro,13.11
1949,Male,39,Graduate,Software Engineer,13,Metro,13.03
1950,Male,31,Graduate,Software Engineer,0,Tier-2,4.52
1951,Female,21,12th Pass,Technician,0,Metro,2.74
1952,Other,40,Graduate,Sales Executive,12,Rural,2.62
1953,Male,25,Postgraduate,Manager,2,Metro,10.69
1954,Female,27,Postgraduate,HR Executive,4,Rural,2.28
1955,Male,27,Postgraduate,Data Analyst,3,Rural,3.97
1956,Male,41,PhD,Research Scholar,5,Tier-2,5.51
1957,Male,21,Graduate,Software Engineer,0,Metro,3.65
1958,Female,53,Postgraduate,Data Analyst,14,Tier-2,6.82
1959,Male,39,PhD,Research Scholar,3,Tier-2,4.21
1960,Male,33,Postgraduate,Data Analyst,4,Tier-2,4.45
1961,Female,31,Graduate,Technician,2,Metro,1.74
1962,Male,33,Graduate,Sales Executive,3,Metro,2.16
1963,Male,35,Postgraduate,Manager,4,Rural,8.13
